67&[2, 2, 0, 0, 10, 6, 0, 43, 0, 1, 2, 1, 0, 7, 2, 5, 7, 1]
68&[7, 3, 4, 6, 40, 3, 1, 15, 2, 0, 2, 4, 1, 12, 2, 1, 2, 5]
69&[5, 2, 0, 0, 8, 4, 0, 51, 0, 0, 0, 0, 0, 10, 3, 6, 6, 0]
70&[9, 4, 5, 5, 16, 2, 0, 12, 1, 1, 4, 2, 1, 4, 6, 11, 2, 0]
71&[7, 4, 0, 0, 6, 3, 0, 7, 0, 1, 2, 1, 2, 1, 3, 4, 1, 0]
72&[7, 4, 0, 0, 19, 2, 0, 16, 1, 0, 0, 0, 0, 8, 4, 5, 4, 1]
73&[120, 59, 7, 16, 81, 15, 0, 23, 10, 0, 14, 4, 4, 15, 61, 52, 14, 4]
74&[2, 0, 0, 2, 11, 9, 1, 18, 0, 5, 0, 4, 10, 4, 0, 8, 2, 0]
75&[17, 38, 50, 108, 65, 0, 0, 15, 16, 0, 0, 22, 3, 7, 18, 6, 5, 0]
76&[19, 1, 4, 1, 18, 13, 0, 38, 0, 1, 0, 0, 3, 7, 4, 19, 3, 0]
77&[4, 1, 2, 1, 14, 0, 0, 12, 0, 0, 3, 0, 0, 4, 1, 4, 2, 0]
78&[1, 4, 16, 19, 86, 1, 0, 27, 3, 0, 0, 36, 1, 24, 0, 1, 2, 1]
79&[4, 1, 3, 3, 5, 3, 0, 10, 1, 1, 3, 1, 10, 2, 2, 8, 0, 0]
80&[9, 5, 8, 11, 10, 2, 0, 15, 1, 0, 0, 5, 0, 8, 5, 6, 5, 0]
81&[11, 5, 1, 0, 15, 11, 1, 34, 1, 8, 3, 2, 7, 3, 8, 16, 11, 3]
82&[31, 10, 0, 0, 17, 9, 0, 42, 1, 1, 8, 0, 14, 12, 23, 49, 7, 0]
83&[19, 22, 6, 17, 32, 3, 0, 20, 29, 1, 4, 1, 2, 13, 13, 10, 1, 1]
84&[16, 9, 0, 0, 5, 3, 0, 8, 2, 0, 2, 0, 0, 2, 14, 4, 7, 0]
85&[4, 1, 0, 0, 9, 1, 1, 16, 0, 0, 5, 0, 1, 1, 3, 9, 0, 0]
86&[9, 16, 2, 10, 9, 1, 0, 5, 1, 1, 3, 5, 3, 10, 6, 7, 2, 1]
87&[40, 8, 1, 1, 8, 5, 1, 15, 1, 0, 1, 1, 0, 8, 7, 7, 5, 2]
88&[6, 3, 0, 0, 20, 6, 0, 36, 0, 3, 1, 0, 4, 8, 3, 5, 6, 0]
89&[5, 1, 0, 0, 7, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0]
90&[52, 20, 6, 8, 68, 24, 0, 55, 4, 4, 8, 3, 13, 20, 15, 58, 8, 3]
91&[4, 3, 0, 0, 28, 2, 0, 10, 1, 0, 0, 1, 2, 8, 0, 1, 6, 1]
92&[82, 74, 54, 88, 130, 13, 0, 78, 34, 1, 18, 41, 9, 55, 55, 56, 14, 4]
93&[149, 65, 17, 20, 26, 14, 0, 17, 21, 1, 8, 5, 0, 24, 53, 53, 15, 2]
94&[3, 1, 0, 1, 3, 0, 0, 2, 0, 0, 14, 1, 0, 0, 5, 4, 0, 0]
95&[29, 12, 1, 1, 33, 14, 0, 32, 0, 1, 1, 1, 3, 12, 10, 22, 8, 1]
96&[16, 8, 5, 8, 15, 4, 0, 37, 2, 1, 0, 3, 2, 9, 5, 15, 8, 2]
97&[10, 11, 2, 4, 34, 9, 0, 55, 2, 9, 9, 8, 9, 19, 7, 18, 13, 3]
98&[4, 3, 0, 0, 7, 1, 0, 5, 0, 0, 2, 1, 1, 3, 3, 2, 3, 0]
99&[9, 6, 7, 12, 41, 10, 0, 37, 3, 0, 1, 4, 0, 8, 4, 12, 4, 1]
100&[48, 27, 0, 1, 9, 5, 0, 19, 2, 1, 1, 1, 4, 13, 18, 11, 9, 2]
101&[81, 33, 0, 3, 17, 3, 0, 16, 5, 0, 4, 0, 1, 10, 29, 30, 7, 1]
102&[16, 7, 5, 6, 37, 4, 0, 42, 1, 6, 2, 3, 7, 20, 15, 23, 2, 1]
103&[81, 27, 2, 6, 16, 5, 0, 13, 2, 0, 5, 4, 4, 7, 30, 44, 9, 0]
104&[9, 1, 1, 2, 14, 4, 0, 11, 0, 0, 4, 0, 0, 3, 5, 9, 0, 1]
105&[45, 11, 0, 0, 6, 7, 0, 13, 3, 0, 1, 1, 0, 9, 12, 11, 8, 3]
106&[4, 2, 2, 3, 18, 0, 0, 18, 0, 0, 1, 6, 1, 33, 1, 5, 5, 0]
107&[12, 6, 2, 3, 14, 8, 0, 46, 2, 7, 6, 8, 6, 12, 8, 20, 12, 3]
108&[9, 4, 2, 1, 13, 1, 1, 6, 0, 0, 3, 3, 1, 2, 4, 3, 1, 0]
109&[14, 19, 8, 18, 40, 1, 0, 6, 6, 1, 1, 12, 4, 10, 12, 5, 5, 1]
110&[24, 8, 0, 0, 18, 40, 0, 20, 2, 1, 4, 0, 7, 4, 8, 21, 1, 0]
111&[10, 5, 3, 3, 27, 6, 2, 35, 1, 1, 0, 1, 4, 19, 3, 16, 2, 1]
112&[1, 2, 27, 20, 10, 6, 0, 4, 1, 19, 1, 11, 5, 1, 1, 12, 0, 0]
113&[24, 9, 2, 1, 8, 2, 1, 12, 0, 0, 9, 1, 0, 6, 24, 18, 5, 0]
114&[2, 18, 30, 56, 26, 0, 0, 19, 10, 0, 1, 23, 2, 8, 5, 1, 1, 1]
115&[11, 9, 2, 1, 6, 2, 0, 5, 0, 0, 9, 2, 1, 0, 10, 11, 0, 0]
116&[21, 13, 2, 8, 20, 7, 0, 18, 16, 1, 8, 0, 2, 3, 12, 14, 4, 0]
117&[160, 93, 42, 53, 93, 16, 1, 56, 28, 2, 96, 32, 5, 29, 122, 79, 21, 14]
118&[94, 50, 4, 4, 70, 12, 0, 46, 10, 1, 2, 1, 3, 38, 40, 34, 21, 1]
119&[8, 11, 26, 45, 44, 0, 0, 8, 7, 1, 6, 11, 4, 5, 9, 6, 0, 2]
120&[15, 6, 0, 0, 12, 10, 0, 27, 1, 0, 4, 0, 1, 1, 6, 11, 6, 1]
121&[28, 20, 4, 4, 12, 1, 0, 8, 4, 1, 14, 2, 1, 3, 43, 10, 3, 1]
122&[40, 16, 1, 0, 8, 8, 0, 10, 1, 0, 2, 1, 0, 6, 13, 11, 7, 1]
123&[98, 47, 5, 13, 155, 53, 0, 209, 5, 8, 32, 4, 24, 51, 39, 110, 29, 22]
124&[3, 1, 0, 2, 3, 1, 0, 14, 0, 1, 0, 0, 0, 2, 1, 5, 2, 0]
125&[45, 10, 0, 0, 8, 8, 0, 14, 0, 1, 2, 0, 1, 4, 11, 18, 8, 3]
126&[13, 4, 0, 0, 11, 4, 0, 21, 0, 2, 0, 1, 1, 23, 2, 3, 3, 0]
127&[55, 28, 4, 5, 25, 16, 1, 57, 4, 2, 7, 0, 4, 17, 34, 56, 16, 2]
128&[4, 2, 3, 3, 7, 0, 0, 5, 1, 0, 2, 3, 0, 3, 3, 2, 3, 1]
129&[68, 34, 1, 2, 31, 49, 0, 46, 2, 6, 4, 1, 7, 9, 21, 43, 5, 3]
130&[87, 29, 2, 1, 14, 14, 0, 21, 3, 1, 8, 3, 1, 12, 32, 31, 14, 4]
131&[28, 15, 10, 10, 75, 18, 9, 122, 5, 7, 9, 9, 8, 37, 21, 35, 18, 1]
132&[9, 8, 3, 9, 69, 3, 0, 12, 3, 0, 3, 4, 0, 12, 3, 0, 0, 1]
133&[19, 6, 1, 4, 41, 10, 0, 71, 4, 1, 12, 2, 8, 24, 8, 39, 7, 1]
134&[99, 39, 4, 7, 42, 12, 0, 26, 6, 0, 4, 4, 5, 16, 53, 46, 8, 2]
135&[11, 4, 3, 3, 26, 3, 0, 14, 0, 1, 5, 1, 4, 7, 8, 13, 1, 1]
136&[36, 29, 21, 36, 128, 12, 10, 102, 15, 5, 23, 34, 11, 48, 38, 34, 15, 7]
137&[52, 28, 4, 8, 43, 17, 0, 54, 4, 3, 13, 6, 15, 45, 28, 45, 14, 3]
138&[15, 3, 3, 1, 8, 30, 0, 26, 0, 6, 1, 0, 4, 5, 6, 13, 4, 0]
139&[59, 38, 29, 30, 63, 9, 6, 47, 11, 4, 30, 21, 5, 12, 45, 20, 21, 4]
140&[9, 6, 2, 2, 10, 4, 1, 18, 1, 6, 2, 3, 4, 6, 1, 8, 5, 0]
141&[4, 2, 1, 1, 4, 2, 0, 6, 0, 2, 0, 0, 6, 2, 3, 3, 0, 0]
142&[8, 3, 4, 7, 9, 3, 1, 17, 3, 1, 0, 5, 1, 4, 6, 9, 3, 0]
143&[24, 9, 2, 1, 21, 0, 0, 19, 0, 0, 1, 0, 2, 17, 3, 17, 5, 0]
144&[6, 1, 1, 2, 7, 5, 1, 10, 0, 0, 1, 1, 5, 3, 7, 7, 3, 1]
145&[4, 3, 0, 2, 15, 2, 0, 14, 0, 0, 2, 1, 2, 3, 5, 4, 0, 0]
146&[51, 37, 25, 37, 115, 24, 0, 129, 14, 17, 18, 44, 16, 82, 33, 49, 18, 3]
147&[91, 32, 3, 7, 28, 20, 1, 51, 11, 1, 4, 1, 8, 21, 27, 50, 20, 2]
148&[209, 95, 19, 56, 141, 22, 1, 152, 31, 3, 23, 23, 16, 81, 99, 98, 47, 11]
149&[142, 45, 6, 8, 132, 63, 19, 199, 8, 9, 16, 7, 19, 57, 51, 118, 35, 2]
150&[20, 14, 7, 9, 63, 11, 3, 102, 7, 3, 9, 7, 8, 29, 13, 19, 14, 4]
151&[84, 43, 3, 11, 178, 27, 0, 139, 16, 3, 10, 10, 7, 135, 80, 60, 18, 1]
152&[3, 2, 2, 2, 16, 1, 0, 4, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0]
153&[0, 1, 1, 2, 15, 0, 0, 4, 0, 0, 3, 1, 0, 2, 1, 2, 0, 0]
154&[7, 4, 3, 3, 13, 3, 0, 12, 0, 0, 4, 2, 0, 2, 4, 7, 2, 0]
155&[8, 4, 1, 5, 58, 4, 0, 26, 1, 0, 0, 2, 1, 11, 4, 4, 6, 1]
156&[12, 8, 2, 3, 52, 7, 0, 47, 1, 2, 2, 2, 15, 70, 2, 20, 10, 0]
157&[102, 64, 11, 14, 164, 21, 2, 115, 10, 11, 9, 12, 12, 50, 68, 52, 33, 8]
158&[2, 2, 1, 2, 4, 2, 0, 7, 0, 3, 2, 1, 1, 3, 0, 2, 3, 0]
159&[6, 3, 5, 4, 18, 1, 0, 6, 0, 1, 1, 0, 0, 6, 2, 3, 3, 0]
160&[5, 3, 1, 2, 2, 0, 0, 8, 1, 0, 2, 1, 1, 2, 4, 3, 1, 0]
161&[19, 13, 7, 7, 66, 12, 12, 140, 4, 5, 4, 7, 11, 35, 14, 28, 24, 6]
162&[41, 17, 10, 10, 31, 11, 0, 19, 0, 0, 4, 7, 2, 18, 11, 24, 4, 0]
163&[164, 54, 18, 20, 132, 39, 1, 102, 15, 2, 58, 5, 12, 92, 53, 100, 18, 7]
164&[1, 1, 1, 2, 6, 0, 0, 9, 2, 0, 0, 2, 2, 7, 1, 2, 4, 1]
165&[25, 12, 2, 3, 24, 5, 0, 15, 1, 1, 19, 1, 6, 1, 36, 22, 10, 2]
166&[67, 45, 17, 31, 110, 18, 3, 105, 17, 5, 32, 14, 22, 45, 57, 81, 15, 2]
167&[13, 8, 0, 0, 17, 2, 0, 23, 0, 0, 1, 0, 1, 10, 2, 6, 3, 1]
168&[6, 3, 2, 3, 10, 2, 0, 8, 1, 0, 2, 3, 0, 0, 4, 2, 3, 0]
169&[114, 58, 14, 24, 164, 38, 6, 162, 14, 6, 23, 17, 16, 57, 48, 72, 30, 12]
170&[34, 9, 0, 2, 8, 6, 0, 26, 1, 2, 8, 1, 1, 3, 27, 21, 11, 1]
171&[3, 1, 0, 0, 3, 2, 8, 7, 0, 1, 0, 0, 1, 1, 1, 3, 3, 0]
172&[0, 1, 1, 0, 1, 2, 3, 4, 0, 12, 0, 0, 3, 1, 1, 6, 0, 0]
173&[72, 49, 10, 11, 96, 53, 22, 222, 7, 26, 19, 11, 29, 53, 33, 89, 35, 12]
174&[70, 26, 1, 3, 10, 7, 0, 15, 2, 0, 5, 1, 1, 9, 27, 20, 10, 2]
175&[24, 19, 14, 21, 96, 23, 7, 131, 6, 2, 14, 21, 8, 47, 18, 23, 11, 1]
176&[8, 9, 2, 2, 60, 2, 0, 5, 4, 2, 4, 5, 2, 10, 3, 2, 0, 1]
177&[13, 12, 1, 2, 8, 0, 1, 9, 5, 1, 1, 0, 2, 4, 20, 10, 3, 1]
178&[14, 17, 14, 20, 36, 3, 0, 17, 6, 2, 0, 33, 2, 19, 10, 5, 2, 6]
179&[37, 26, 1, 3, 20, 6, 0, 33, 6, 0, 5, 2, 1, 3, 63, 20, 6, 1]
180&[4, 1, 1, 2, 16, 6, 1, 33, 0, 3, 1, 0, 2, 3, 1, 8, 2, 0]
181&[95, 42, 5, 7, 114, 28, 1, 67, 8, 3, 12, 5, 4, 24, 34, 43, 20, 9]
182&[13, 3, 3, 3, 42, 8, 0, 22, 1, 0, 1, 0, 1, 9, 5, 8, 4, 1]
183&[10, 4, 4, 3, 26, 7, 0, 34, 1, 13, 3, 4, 13, 9, 10, 18, 5, 1]
184&[16, 10, 21, 32, 19, 4, 0, 22, 7, 1, 0, 15, 2, 6, 8, 5, 4, 0]
185&[37, 14, 0, 0, 4, 1, 0, 11, 1, 0, 1, 0, 0, 4, 10, 17, 8, 1]
186&[23, 8, 33, 30, 29, 5, 0, 20, 4, 1, 10, 15, 2, 11, 17, 17, 6, 2]
187&[26, 7, 7, 11, 96, 27, 15, 236, 2, 2, 5, 10, 12, 57, 8, 32, 11, 3]
188&[23, 5, 1, 0, 11, 5, 0, 16, 0, 2, 3, 0, 2, 3, 16, 15, 5, 3]
189&[8, 3, 0, 1, 4, 1, 0, 14, 3, 0, 1, 0, 1, 4, 3, 6, 3, 1]
190&[29, 11, 8, 7, 40, 18, 0, 42, 2, 5, 19, 9, 3, 9, 14, 24, 6, 1]
191&[4, 2, 0, 0, 10, 0, 0, 10, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0]
192&[157, 68, 18, 43, 118, 37, 1, 147, 18, 4, 16, 14, 19, 66, 73, 110, 19, 7]
193&[20, 21, 11, 10, 77, 13, 4, 78, 4, 9, 4, 11, 12, 33, 17, 31, 15, 1]
194&[5, 4, 2, 9, 38, 1, 0, 7, 3, 0, 0, 2, 0, 15, 1, 1, 3, 0]
195&[150, 105, 24, 58, 202, 40, 6, 246, 32, 10, 72, 20, 24, 65, 116, 106, 33, 7]
196&[3, 0, 0, 0, 4, 7, 0, 11, 0, 2, 0, 0, 4, 2, 2, 17, 2, 0]
197&[3, 3, 0, 0, 8, 0, 0, 13, 0, 0, 0, 0, 0, 2, 1, 2, 1, 0]
198&[120, 67, 23, 41, 130, 23, 1, 67, 16, 1, 11, 21, 9, 28, 58, 49, 22, 8]
199&[124, 50, 2, 11, 88, 18, 0, 156, 6, 1, 12, 6, 4, 90, 66, 55, 40, 5]
200&[3, 3, 2, 3, 12, 2, 0, 3, 0, 0, 0, 0, 0, 4, 2, 4, 0, 0]
201&[4, 2, 0, 0, 41, 4, 1, 36, 0, 0, 0, 0, 1, 22, 0, 8, 3, 0]
202&[156, 57, 20, 31, 221, 49, 0, 171, 15, 2, 64, 21, 16, 94, 63, 97, 27, 11]
203&[7, 2, 0, 3, 18, 8, 0, 94, 1, 0, 3, 0, 1, 21, 1, 6, 6, 1]
204&[125, 76, 19, 50, 119, 25, 1, 132, 19, 1, 10, 14, 7, 46, 60, 67, 22, 16]
205&[28, 22, 4, 3, 56, 13, 1, 35, 1, 8, 6, 4, 7, 15, 14, 33, 10, 4]
206&[8, 6, 2, 1, 7, 0, 0, 8, 0, 0, 2, 3, 2, 3, 13, 6, 2, 0]
207&[6, 5, 1, 2, 5, 0, 0, 4, 1, 0, 2, 0, 0, 2, 5, 6, 2, 0]
208&[35, 19, 1, 1, 37, 7, 5, 50, 3, 6, 25, 4, 8, 28, 23, 47, 9, 5]
209&[1, 0, 2, 4, 15, 0, 0, 4, 0, 0, 0, 0, 0, 3, 2, 1, 1, 0]
210&[84, 25, 1, 5, 12, 10, 0, 18, 2, 0, 4, 0, 3, 9, 16, 36, 7, 2]
211&[9, 4, 0, 2, 2, 1, 0, 8, 1, 0, 7, 0, 1, 1, 6, 10, 1, 0]
212&[26, 11, 0, 2, 43, 9, 4, 31, 3, 0, 0, 1, 2, 9, 4, 24, 1, 0]
213&[5, 3, 4, 5, 13, 0, 0, 5, 2, 0, 0, 1, 0, 7, 3, 1, 3, 0]
214&[16, 10, 11, 11, 104, 12, 0, 32, 3, 8, 4, 6, 6, 16, 7, 17, 3, 2]
215&[15, 12, 0, 1, 5, 1, 0, 5, 4, 1, 1, 0, 1, 3, 16, 5, 3, 0]
216&[80, 51, 17, 56, 355, 27, 6, 203, 13, 6, 33, 29, 13, 96, 52, 60, 40, 20]
217&[4, 3, 1, 1, 6, 3, 0, 3, 1, 1, 0, 0, 2, 3, 4, 4, 3, 0]
218&[16, 9, 4, 2, 30, 2, 0, 19, 2, 1, 5, 2, 1, 8, 10, 16, 4, 1]
219&[6, 3, 0, 0, 15, 0, 0, 5, 0, 0, 2, 2, 2, 1, 3, 7, 1, 0]
220&[15, 7, 3, 4, 33, 7, 1, 31, 2, 3, 2, 1, 17, 6, 8, 17, 4, 0]
221&[3, 1, 0, 0, 4, 4, 0, 10, 0, 2, 3, 0, 15, 4, 2, 14, 0, 0]
222&[25, 20, 0, 7, 19, 2, 3, 19, 14, 0, 4, 1, 0, 10, 23, 10, 7, 4]
223&[60, 41, 7, 22, 94, 8, 0, 62, 15, 0, 6, 5, 6, 48, 22, 27, 10, 5]
224&[24, 12, 4, 7, 73, 11, 0, 90, 8, 1, 2, 5, 5, 26, 20, 24, 15, 2]
225&[65, 23, 6, 9, 124, 64, 12, 206, 6, 6, 17, 6, 15, 51, 24, 72, 19, 3]
226&[7, 1, 0, 2, 6, 1, 0, 8, 1, 0, 1, 0, 0, 1, 2, 3, 1, 1]
227&[6, 3, 0, 0, 7, 1, 1, 4, 1, 0, 2, 2, 0, 2, 6, 6, 1, 0]
228&[10, 3, 2, 2, 6, 1, 0, 6, 0, 0, 3, 1, 0, 2, 6, 6, 2, 0]
229&[36, 19, 5, 12, 41, 10, 0, 110, 12, 0, 6, 8, 5, 19, 37, 24, 13, 1]
230&[30, 12, 3, 6, 50, 9, 2, 63, 3, 1, 9, 4, 5, 19, 27, 26, 13, 2]
231&[23, 13, 7, 7, 30, 9, 0, 16, 3, 3, 12, 3, 2, 5, 18, 20, 4, 2]
232&[8, 6, 6, 6, 63, 3, 0, 15, 0, 0, 3, 0, 1, 6, 7, 7, 3, 0]
233&[5, 8, 9, 12, 12, 0, 0, 16, 0, 0, 0, 16, 0, 18, 1, 0, 5, 1]
234&[4, 2, 0, 0, 3, 1, 0, 16, 0, 1, 1, 0, 1, 2, 2, 1, 8, 0]
235&[50, 40, 15, 19, 122, 32, 20, 146, 13, 12, 16, 23, 15, 35, 45, 49, 23, 6]
236&[22, 9, 4, 3, 13, 4, 0, 21, 1, 3, 3, 1, 0, 3, 15, 14, 6, 2]
237&[33, 19, 4, 7, 80, 7, 0, 31, 1, 0, 3, 3, 1, 31, 14, 13, 10, 4]
238&[15, 5, 0, 5, 23, 17, 1, 203, 5, 1, 0, 4, 6, 26, 8, 14, 17, 2]
239&[12, 6, 4, 3, 21, 2, 0, 33, 2, 0, 0, 2, 0, 25, 6, 2, 13, 0]
240&[53, 28, 4, 4, 30, 14, 1, 29, 4, 2, 12, 0, 4, 11, 35, 26, 19, 2]
241&[27, 8, 0, 1, 8, 7, 0, 12, 2, 4, 2, 0, 3, 2, 26, 15, 7, 0]
242&[82, 36, 6, 8, 88, 21, 1, 62, 7, 3, 6, 8, 12, 20, 44, 39, 10, 2]
243&[1, 2, 0, 0, 24, 2, 0, 7, 1, 0, 1, 0, 0, 6, 1, 2, 1, 0]
244&[15, 6, 0, 1, 29, 7, 0, 22, 3, 2, 3, 0, 3, 27, 13, 17, 4, 0]
245&[205, 119, 9, 33, 183, 42, 1, 173, 25, 12, 92, 15, 27, 49, 126, 103, 48, 29]
